Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS,ADANIPOWER.NS,GOOG,MRF.BO,SBIN.NS
Date,,,,,,,,,,,,,,,,,,,,
2023-07-11,48.84000015258789,116.8337173461914,,567.4488525390625,49.150001525878906,117.34488286816602,,574.5835657318489,48.27000045776367,114.96771556702373,,566.2918640690325,48.40999984741211,115.8907925666999,,573.6676140744553,10404095.0,18286600.0,,13221177.0
2023-07-12,48.16999816894531,118.7295150756836,,568.123779296875,49.099998474121094,120.05953607340918,,573.1855524683788,47.79999923706055,118.1141278180589,,567.1114364319501,49.09000015258789,118.41189755588353,,567.8827424791843,10286035.0,22059600.0,,16029716.0
2023-07-13,47.439998626708984,123.90072631835938,,564.65283203125,48.59000015258789,124.40196420644293,,576.5600264296337,47.16999816894531,120.15878719531577,,562.4352463905591,48.45000076293945,120.63521724968534,,573.571193644083,10693915.0,31535900.0,,20024503.0
2023-07-14,48.380001068115234,124.76425170898438,101773.328125,563.4476318359375,48.540000915527344,126.14390356209333,101909.09376310077,570.100212026189,47.20000076293945,123.97021167187232,100879.0477981562,559.8802755239558,47.529998779296875,124.19849524815983,100879.0477981562,565.7133541553305,12527485.0,20499800.0,55.0,12190152.0
2023-07-17,49.13999938964844,124.12901306152344,101430.7421875,579.5489501953125,49.90999984741211,126.33248792079765,102018.61669036905,581.2362080626135,48.66999816894531,123.5731842943548,101300.60624474619,563.2548952420794,49.06999969482422,125.12156875866684,102018.61669036905,565.9544960603841,19359985.0,20675300.0,161.0,19378986.0
2023-07-18,49.310001373291016,123.15630340576172,,571.1126098632812,50.88999938964844,124.0595250841081,,582.3931446524997,48.560001373291016,122.38211123215096,,567.6417032420812,49.38999938964844,123.97515876494268,,581.4289973858464,27953230.0,21045800.0,,25757209.0
2023-07-19,49.13999938964844,121.86598205566406,102208.875,579.8864135742188,49.75,124.53595918967088,102416.74572274403,580.8023652915784,49.0,121.55829222598103,101814.54035882551,570.7752096906919,49.599998474121094,123.8610210416639,102167.4221580837,573.3302236106615,7773950.0,22313800.0,222.0,17556585.0
2023-07-20,48.83000183105469,118.64017486572266,101555.234375,588.1780395507812,49.38999938964844,123.77168572561716,102278.51752048024,588.9011500146614,48.70000076293945,117.80146413528023,101339.39591738943,577.2831869976956,49.13999938964844,121.21089792035092,102278.51752048024,579.8382008421577,6823460.0,27541700.0,100.0,34038351.0
2023-07-21,48.349998474121094,119.41436004638672,101709.0546875,593.0469360351562,48.97999954223633,120.39699552812229,102552.17362035254,597.2892073744681,48.189998626708984,118.18359324091979,101137.01114807934,587.1656614867653,48.630001068115234,119.9701963235316,102552.17362035254,588.1298087141655,10008970.0,56514600.0,38.0,21040281.0
2023-07-24,47.599998474121094,120.9726791381836,102395.3984375,595.5055541992188,48.56999969482422,122.43173714616094,102730.62094885716,599.6031798857839,47.43000030517578,120.4764013162919,101440.62179304769,592.2756257028592,48.56999969482422,121.01834190774547,101618.07787340925,592.9987361181354,12228850.0,22276100.0,114.0,11756364.0
2023-07-25,52.029998779296875,121.87591552734375,,587.744140625,52.58000183105469,122.76921717344406,,599.5067488556581,47.599998474121094,120.62529322280334,,582.537780778133,47.599998474121094,120.97268620389816,,599.5067488556581,82279995.0,31820800.0,,18503305.0
2023-07-26,51.099998474121094,128.69476318359375,101838.1640625,593.09521484375,53.09000015258789,130.39202478425463,102818.71337752191,594.2521444866661,50.58000183105469,127.75183838931585,101777.20247158156,587.310331241653,52.400001525878906,129.3895490769987,102784.96525264015,590.0581274138974,71822165.0,46216900.0,67.0,9999125.0
2023-07-27,50.599998474121094,128.90318298339844,,594.4450073242188,51.540000915527344,132.60542604783288,,598.9765114133418,50.02000045776367,128.21831723836377,,591.118687362688,51.279998779296875,130.8188230488719,,594.3004205370364,16258385.0,35931600.0,,17444742.0
