Price,Close,High,Low,Open,Volume
Ticker,HDB,HDB,HDB,HDB,HDB
Date,,,,,
2015-01-02,11.70340347290039,11.77094891622093,11.575066872925289,11.649367461798722,2612000
2015-01-05,11.58407211303711,11.669630124908876,11.485004670168696,11.563808395985555,2840400
2015-01-06,11.241841316223145,11.469244496494124,11.104498435741313,11.408453343220845,3398000
2015-01-07,11.633605003356934,11.698899298333021,11.316140674715932,11.35216496523949,3284800
2015-01-08,11.872265815734863,11.978087539124749,11.795714095197095,11.85650524317298,5477600
2015-01-09,11.833990097045898,11.93981095897489,11.707904660731097,11.867762383619795,2420400
2015-01-12,11.728169441223145,11.906039753545762,11.680887720394148,11.906039753545762,2899200
2015-01-13,11.671879768371582,11.88352234015182,11.557052625750332,11.86551062668956,2230400
2015-01-14,11.617846488952637,11.651619643067047,11.496265023692134,11.579571049250827,2392000
2015-01-15,12.531964302062988,12.554479165724178,11.890281239962151,11.894784384471789,9692000
2015-01-16,12.833667755126953,12.833667755126953,12.399124199268716,12.459915360122595,8995600
2015-01-20,13.274965286254883,13.295229006063463,12.943992341230675,12.943992341230675,7412400
2015-01-21,13.292977333068848,13.439325651281894,13.12861643846144,13.12861643846144,6074000
2015-01-22,13.4978666305542,13.56766322185437,13.297481427720713,13.319996290936192,3913200
2015-01-23,13.756787300109863,13.831087874771725,13.509120435677147,13.536138436060213,4648800
2015-01-26,13.92340087890625,13.952670881842668,13.777051723110944,13.81757915521159,3704400
2015-01-27,13.959426879882812,13.981941740973026,13.853605143207636,13.914396298815488,3203600
2015-01-28,13.637460708618164,13.907643362363448,13.583424693201296,13.907643362363448,5900800
2015-01-29,13.509123802185059,13.822085032847099,13.455086929066056,13.813078744179437,6091600
2015-01-30,12.829160690307617,13.315488969635684,12.81565126128386,13.315488969635684,7870800
2015-02-02,12.995776176452637,13.11735762672821,12.903463873322671,12.97776360077514,9243200
2015-02-03,12.736851692199707,12.998028041840277,12.707581684539395,12.975513179878147,8455200
2015-02-04,13.004781723022461,13.157885182118354,12.793139110219029,12.81340282859604,7122000
2015-02-05,13.004781723022461,13.21417319328929,12.9147214204811,13.081333452570409,31018000
2015-02-06,12.813404083251953,12.986771277700532,12.766122355371515,12.986771277700532,9436800
2015-02-09,12.67155647277832,12.772875062047342,12.54547188069853,12.655795898768346,5601200
2015-02-10,12.966506004333496,13.004781438827589,12.759365681129935,12.939488000050204,5353600
2015-02-11,13.130867958068848,13.175898541460707,12.811152447871834,13.01153764213432,5362400
2015-02-12,13.371780395507812,13.536141292425194,13.189407780829844,13.196162067629198,6068400
2015-02-13,13.151132583618164,13.416812099156875,13.106101997124197,13.301984919539906,4361600
2015-02-17,13.184903144836426,13.23443600723874,13.040805124621356,13.169142571496577,3920000
2015-02-18,13.171394348144531,13.439324966710933,13.157884916536904,13.223179214310129,4264000
2015-02-19,13.238940238952637,13.283970820290323,13.085836777736644,13.216425377727244,4990400
2015-02-20,13.43032169342041,13.466345991269096,13.112857300226677,13.232187625809134,5146000
2015-02-23,13.459588050842285,13.46859433815658,13.304233459661427,13.35376718100322,3876400
2015-02-24,13.531639099121094,13.56090910878662,13.398799343115385,13.41906306382429,3630000
2015-02-25,13.590176582336426,13.641961445842743,13.396545700338217,13.414558274890064,6574400
2015-02-26,13.774803161621094,13.810827457028049,13.54965110060589,13.581172251726107,6706400
2015-02-27,13.961678504943848,13.997702799265303,13.7883121790066,13.86486391180056,5584000
2015-03-02,14.123786926269531,14.402975825084837,13.959426045254727,13.972935476433271,6605600
2015-03-03,14.011210441589355,14.171068173536314,13.98869558259763,14.128289597897313,4235200
2015-03-04,13.909893035888672,13.959426760527899,13.686992992785934,13.959426760527899,4347200
2015-03-05,14.283644676208496,14.324172110893173,14.002204634724263,14.069750931789956,4374800
2015-03-06,13.92790699005127,14.339934825685324,13.882876404912642,14.240868225489923,4207600
2015-03-09,13.653219223022461,13.887377544835749,13.626201219393804,13.846850109949338,4163200
2015-03-10,13.59467887878418,13.612690593326748,13.486606014868446,13.605936307734131,2462400
2015-03-11,13.495614051818848,13.621699513540172,13.434822893072154,13.518129772958517,3650800
2015-03-12,13.790563583374023,13.862612173384369,13.682490698358505,13.69374812950632,3374800
2015-03-13,13.743278503417969,13.786057074895092,13.684738501515872,13.729769074005162,7428000
2015-03-16,13.849103927612305,14.069753719677587,13.828840206254759,13.900889661327044,3432000
2015-03-17,13.87386703491211,13.966179327445866,13.747782455189975,13.921149611194693,1953200
2015-03-18,14.026969909667969,14.0877610548209,13.801817901940115,13.846848475263036,3270800
2015-03-19,13.682489395141602,13.966180583925718,13.62169824206925,13.966180583925718,3923200
2015-03-20,13.599183082580566,13.759040819240909,13.513625069893083,13.716261383453746,6217200
2015-03-23,13.434822082519531,13.732023571423749,13.358271211923963,13.599183830818513,3107600
2015-03-24,13.349266052246094,13.470848372679878,13.288474892029202,13.439326362322001,4105600
2015-03-25,12.903463363647461,13.403300294538534,12.876444501198437,13.387539720886695,6166400
2015-03-26,12.991272926330566,13.016039788241216,12.817905751842895,12.869690618162037,4336800
2015-03-27,12.977762222290039,13.09709251737422,12.941737933648392,13.002529081772444,2372000
2015-03-30,13.148879051208496,13.28847307097267,13.058817894587637,13.202915058071538,2472800
2015-03-31,13.25920295715332,13.347012111748482,12.89445690772464,12.9394874856646,3424400
2015-04-01,13.392043113708496,13.491109701203593,13.274963950912365,13.434821691718156,3183600
2015-04-02,13.646467208862305,13.689245793303865,13.407805703561241,13.419063135373547,4900400
2015-04-06,13.614944458007812,13.666729325375115,13.531637582824551,13.545147014745677,2743200
2015-04-07,13.509123802185059,13.716263288219487,13.497866370793963,13.623950976593369,3264400
2015-04-08,13.491111755371094,13.65772466672682,13.461842604380664,13.578921785003365,3983200
2015-04-09,13.423564910888672,13.68699325464356,13.394295762939054,13.617195810306287,5375600
2015-04-10,13.223180770874023,13.464093413471023,13.065574152446564,13.448332837516974,5178000
2015-04-13,13.261456489562988,13.329001934828089,13.085837301209407,13.133119885893219,2033600
2015-04-14,13.376283645629883,13.412307940323348,13.274965048402345,13.274965048402345,1846800
2015-04-15,13.218677520751953,13.333505554798169,13.18715636909596,13.313241834606893,2700000
2015-04-16,13.19841194152832,13.227681946323395,13.112854787337863,13.137620789517094,3191600
2015-04-17,12.96200180053711,13.16238696211871,12.862935220341376,13.090338383996938,5384800
2015-04-20,12.707581520080566,12.943991862057993,12.628778645346035,12.925979285611861,4729200
2015-04-21,12.761617660522461,12.84717567597353,12.69857536434108,12.793138808613152,3495200
2015-04-22,12.878694534301758,12.959749391487772,12.779627104902534,12.849424533898649,3049600
2015-04-23,12.835917472839355,12.921475488863285,12.799893180653523,12.799893180653523,4255200
2015-04-24,12.795391082763672,12.90796710485146,12.703077920120274,12.808899655726599,4628000
2015-04-27,12.770623207092285,12.80214435335366,12.678310910661054,12.781880636630373,2371600
2015-04-28,12.878694534301758,12.903461391651565,12.757112248522738,12.811149106275652,3625600
2015-04-29,12.869691848754883,12.905716144373121,12.71208523334248,12.732348953308174,4176800
2015-04-30,12.797642707824707,12.889955015061812,12.734600407922366,12.835918144512007,2873200
2015-05-01,12.757115364074707,12.89445825463891,12.707581637277931,12.784133370106163,1119200
2015-05-04,12.85392951965332,12.94624181826285,12.78863522435011,12.934984388459121,2382800
2015-05-05,12.739102363586426,12.92372696083665,12.739102363586426,12.799892656314197,2552400
2015-05-06,12.423890113830566,12.604011580982068,12.277540938646089,12.581496719670719,3236400
2015-05-07,12.459916114807129,12.482430979203984,12.203242881580067,12.221254601320148,2945600
2015-05-08,12.842670440673828,12.959749585149094,12.65354272404251,12.65354272404251,3482800
2015-05-11,12.75261116027832,12.959751479672864,12.705329438930285,12.912468899437973,2981200
2015-05-12,12.64228630065918,12.748107166301628,12.545470863087063,12.545470863087063,4023200
2015-05-13,12.781880378723145,12.878695816793476,12.662550082030933,12.72784351558911,3308000
2015-05-14,12.937235832214355,12.939487833559662,12.83141495893018,12.833666101388628,2622800
2015-05-15,13.070074081420898,13.097092082282886,12.842670927966212,12.905713216273103,2672000
2015-05-18,12.991272926330566,13.11510637699694,12.959751778039513,13.025045217119464,3772000
2015-05-19,13.135371208190918,13.18940808047417,12.968758305963927,13.004782601190447,1899600
2015-05-20,13.218677520751953,13.28397182568906,13.180402081994524,13.270462392599221,2422800
2015-05-21,13.079082489013672,13.198412799485217,12.998027614396435,13.169143651674359,2400800
2015-05-22,13.412307739257812,13.459589464292879,13.10610080951028,13.112855955148804,4475200
2015-05-26,13.232185363769531,13.439324826267269,13.178148496790591,13.313240234794511,3533200
2015-05-27,13.369529724121094,13.401050875478376,13.146628804129383,13.385290299799735,2172000
2015-05-28,13.333503723144531,13.333503723144531,13.1894065588624,13.319994291910513,2497600
2015-05-29,13.423564910888672,13.488859211182874,13.360522612059459,13.394295762939054,2370000
2015-06-01,13.419061660766602,13.48885910455212,13.324498213270317,13.419061660766602,2404400
2015-06-02,13.184903144836426,13.200663718176276,12.867438817883013,13.0903388459105,3923600
2015-06-03,12.876444816589355,13.227682307048118,12.84267252603114,13.171394297230893,3511200
2015-06-04,12.831414222717285,12.966505093531472,12.795389933241049,12.925977660509854,3197600
2015-06-05,12.898959159851074,12.912467731078586,12.644537142129375,12.820155439181228,2566000
2015-06-08,12.714337348937988,12.921476835878314,12.698576773144136,12.847177101262576,1960800
2015-06-09,12.651293754577637,12.833667229672276,12.615269459867367,12.768372927107745,1717600
2015-06-10,12.86518669128418,12.9755115624752,12.824659257694567,12.838168688520044,3543200
2015-06-11,12.759366035461426,12.79989347245526,12.633281439380074,12.71433631336774,2510000
2015-06-12,12.754863739013672,12.777378600040484,12.61977199619212,12.718839446038636,1317200
2015-06-15,12.689569473266602,12.763869201961752,12.615268885684554,12.649042036201283,1696000
2015-06-16,12.754863739013672,12.829163467511666,12.67831200908086,12.79313917453663,2153200
2015-06-17,12.84041976928711,12.853929200047785,12.698574611290695,12.775126334494223,4462800
2015-06-18,12.993523597717285,13.029547888584753,12.89220501125039,12.993523597717285,4394800
2015-06-19,13.047561645507812,13.090340226386326,12.9147218998581,12.995776776374795,3804000
2015-06-22,13.392043113708496,13.455085409488387,13.198412223656698,13.216424798957732,4158000
2015-06-23,13.479853630065918,13.54289679108842,13.32449901742319,13.38754131955874,2617600
2015-06-24,13.47760009765625,13.531636101652184,13.317742369078651,13.371778373074584,3231600
2015-06-25,13.862610816955566,13.912144539823506,13.632955636686287,13.632955636686287,10445600
2015-06-26,13.790563583374023,13.882875893005213,13.76129357528015,13.833342165290498,2775200
2015-06-29,13.583422660827637,13.720764680480249,13.502367790942914,13.536140080803648,2742000
2015-06-30,13.713467597961426,13.849402045546901,13.597924138546183,13.806355748234743,2975600
2015-07-01,14.00572395324707,14.055566664048689,13.756512127728039,13.840337797876144,3164800
2015-07-02,13.96721076965332,14.001193731456818,13.87658780968813,13.928695709182506,1873200
2015-07-06,13.996662139892578,14.044239667994834,13.917367700129777,13.996662139892578,2315200
2015-07-07,14.148454666137695,14.159782319144105,13.892445559819102,13.964943576153557,2597600
2015-07-08,13.502767562866211,13.93322527477662,13.498237193230707,13.890179849283376,4342800
2015-07-09,13.629640579223633,13.921898705388896,13.629640579223633,13.819948095767925,3610400
2015-07-10,14.00572395324707,14.026114074552774,13.808620023454944,13.831275329685935,4340400
2015-07-13,14.03744125366211,14.116736551282058,13.978536940903853,14.053300140337198,2397600
2015-07-14,14.014788627624512,14.096349125686464,13.949087019269642,13.953618254078046,1266800
2015-07-15,14.041973114013672,14.116737181026732,13.998927686010257,14.017051758342653,2796800
2015-07-16,14.42032241821289,14.440712538981042,14.173375784129497,14.173375784129497,3302400
2015-07-17,14.470166206359863,14.483759910112024,14.325170156648666,14.334232625816771,3231600
2015-07-20,14.440712928771973,14.526804648144058,14.381807749743086,14.449774532723348,3106000
2015-07-21,13.99892807006836,14.275326446493278,13.99892807006836,14.275326446493278,5854000
2015-07-22,14.137126922607422,14.205093704455198,14.046503970647372,14.205093704455198,4929200
2015-07-23,14.057831764221191,14.18696891029726,13.989864981693449,14.139392248952294,1911200
2015-07-24,13.935492515563965,14.041974366842465,13.878853380074485,14.014787823796008,1716400
2015-07-27,13.835807800292969,13.869791626921138,13.60018879175735,13.702139407397244,3666000
2015-07-28,13.926427841186523,14.051033738950059,13.833539714027042,14.007988316593764,3289600
2015-07-29,13.949084281921387,14.041972416653783,13.906038856055716,13.955880700677941,2469600
2015-07-30,13.989864349365234,14.046503476285741,13.924162754718768,14.003458050954173,2246400
2015-07-31,14.152985572814941,14.268529013598918,13.94455313249126,14.048768920530847,3336400
2015-08-03,14.266264915466309,14.307045159848109,13.955881848310995,13.99439690766917,3052000
2015-08-04,14.259467124938965,14.309309836132343,14.152986147722942,14.18923515652416,2146400
2015-08-05,14.286654472351074,14.456571862470282,14.273060770013505,14.336496319099757,2196000
2015-08-06,14.1824369430542,14.438446037060062,14.150719170463903,14.313840131493407,1781200
2015-08-07,14.270795822143555,14.354621494006391,14.16431397934174,14.177907681905127,1468800
2015-08-10,14.27985668182373,14.529068499448476,14.275325447872161,14.313840504338245,1350400
2015-08-11,14.114469528198242,14.327433187558416,13.969473509034815,14.295714552152527,2837600
2015-08-12,14.282124519348145,14.295717358660456,13.822214154485144,13.829011438385916,3880400
2015-08-13,14.236812591552734,14.488290481872783,14.082754079721436,14.141658398130067,3660800
2015-08-14,14.261734008789062,14.465634371137401,14.223218948546135,14.436182643930882,1281200
2015-08-17,14.248138427734375,14.28438743387953,14.062362163209901,14.223217073963742,1440800
2015-08-18,14.044240951538086,14.137129102711498,13.962680455045401,14.137129102711498,1775600
2015-08-19,13.912835121154785,14.064628430915862,13.83580587386808,14.019316956468773,2284000
2015-08-20,13.636438369750977,13.944555414592598,13.588861701891663,13.790496892171788,2798400
2015-08-21,13.57979679107666,13.602452960444518,13.43933199797391,13.511830011462072,5426400
2015-08-24,12.861613273620605,12.861613273620605,11.699378126547684,12.78684920991816,8892800
2015-08-25,12.956766128540039,13.466518261592201,12.895595768864442,13.296600883908146,3976400
2015-08-26,13.051919937133789,13.321521857573867,12.814035788010845,13.185588305002028,4443600
2015-08-27,13.094965934753418,13.29660108775053,12.947704723716347,13.208244188279389,5415600
2015-08-28,13.22863483428955,13.287540012441305,12.988485480385616,12.995281899309079,3007600
2015-08-31,12.911454200744629,13.337379761722518,12.89332926747184,13.12894821455177,3885600
2015-09-01,12.657713890075684,12.829897347748197,12.576153395835506,12.74833685350802,3541600
2015-09-02,12.945438385009766,13.042857750001865,12.775521008522775,12.782317427024024,3966400
